Series Name,id
Market capitalization of listed domestic companies (current US$),10
"PPG, IDA (DOD, current US$)",10
Net barter terms of trade index (2015 = 100),10
"Foreign direct investment, net outflows (BoP, current US$)",9
Real effective exchange rate index (2010 = 100),9
"Debt service on external debt, total (TDS, current US$)",9
Taxes on international trade (current LCU),8
"Net financial account (BoP, current US$)",8
"Central government debt, total (current LCU)",8
"Net financial flows, IDA (NFL, current US$)",8
"Industrial design applications, resident, by count",8
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",8
"Industrial design applications, nonresident, by count",8
Customs and other import duties (current LCU),7
"Stocks traded, total value (current US$)",7
Changes in inventories (current LCU),7
"Foreign direct investment, net (BoP, current US$)",7
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",6
Price level ratio of PPP conversion factor (GDP) to market exchange rate,6
Broad money to total reserves ratio,5
Total reserves in months of imports,5
"Nurses and midwives (per 1,000 people)",5
"Multilateral debt service (TDS, current US$)",5
"PPG, official creditors (NFL, US$)",4
"Net financial flows, multilateral (NFL, current US$)",4
"PPG, IBRD (DOD, current US$)",4
Net lending (+) / net borrowing (-) (current LCU),3
Gini index,2
"Net financial flows, bilateral (NFL, current US$)",2
"Net incurrence of liabilities, total (current LCU)",2
Wholesale price index (2010 = 100),2
"Net financial flows, others (NFL, current US$)",2
"Net financial flows, RDB nonconcessional (NFL, current US$)",2
"Net financial flows, RDB concessional (NFL, current US$)",2
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",1
"Children out of school, primary",1
Discrepancy in expenditure estimate of GDP (current LCU),1
Net acquisition of financial assets (current LCU),1
"Net financial flows, IBRD (NFL, current US$)",1
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",1
"PNG, commercial banks and other creditors (NFL, current US$)",1
"Portfolio equity, net inflows (BoP, current US$)",1
"Portfolio investment, net (BoP, current US$)",1
Taxes on exports (current LCU),1
