,0
Belgium_Adjusted savings: carbon dioxide damage (current US$),721911305.5078267
Belgium_Adjusted savings: consumption of fixed capital (current US$),28793327819.732044
Belgium_Adjusted savings: education expenditure (current US$),10229145937.10677
Belgium_Adjusted savings: energy depletion (current US$),70285277.72289449
Belgium_Adjusted savings: mineral depletion (current US$),0.0
Belgium_Adjusted savings: net forest depletion (current US$),14765838.139077196
Belgium_Adjusted savings: particulate emission damage (current US$),46452710.78629626
"Belgium_Adolescent fertility rate (births per 1,000 women ages 15-19)",2.3893649101456074
Belgium_Adults (ages 15+) and children (ages 0-14) newly infected with HIV,92.58265654719419
Belgium_Adults (ages 15-49) newly infected with HIV,231.42430546423296
Belgium_Agricultural land (sq. km),674.1043515770507
"Belgium_Agriculture, forestry, and fishing, value added (constant 2015 US$)",459024888.48601073
"Belgium_Agriculture, forestry, and fishing, value added (constant LCU)",413717490.2289203
"Belgium_Agriculture, forestry, and fishing, value added (current LCU)",421359820.5050059
"Belgium_Agriculture, forestry, and fishing, value added (current US$)",514367293.7896794
"Belgium_Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",18042.569381382546
"Belgium_Air transport, freight (million ton-km)",436.1128267528913
"Belgium_Air transport, passengers carried",3634627.8067939305
"Belgium_Air transport, registered carrier departures worldwide",41625.64203546302
"Belgium_Annual freshwater withdrawals, total (billion cubic meters)",1.5629864665229567
Belgium_Aquaculture production (metric tons),581.4039083239143
Belgium_Arable land (hectares per person),0.005487540177508975
Belgium_Arable land (hectares),24937.56937525896
"Belgium_Armed forces personnel, total",9092.34272758048
Belgium_Arms exports (SIPRI trend indicator values),61210339.0976677
Belgium_Arms imports (SIPRI trend indicator values),61104036.084422864
Belgium_Average precipitation in depth (mm per year),0.0
"Belgium_Birth rate, crude (per 1,000 people)",0.5978130895433486
Belgium_Capture fisheries production (metric tons),4817.877890475159
Belgium_Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),12.40991695150658
Belgium_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),1.6453876976612123
Belgium_Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),0.011167958198461376
Belgium_Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),3.7603942811662656
Belgium_Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.6595300232513244
Belgium_Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),4.301410470384242
Belgium_Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),0.8543882156948791
Belgium_Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),4.7985574855344275
Belgium_Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),1.757800922193556
Belgium_Carbon dioxide (CO2) emissions from Waste (Mt CO2e),0.03059414836171281
Belgium_Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.05107991296487235
Belgium_Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),0.07180053612331744
"Belgium_Central government debt, total (current LCU)",103792239056.66273
Belgium_Changes in inventories (current LCU),3431617322.8840375
Belgium_Changes in inventories (current US$),3928494337.437194
"Belgium_Children out of school, primary",4031.1394283918303
Belgium_Compensation of employees (current LCU),2066668769.5097744
Belgium_Consumer price index (2010 = 100),17.84495897019242
"Belgium_Death rate, crude (per 1,000 people)",0.39250210408715513
Belgium_DEC alternative conversion factor (LCU per US$),0.10740515055235814
Belgium_Discrepancy in expenditure estimate of GDP (constant LCU),0.0
Belgium_Discrepancy in expenditure estimate of GDP (current LCU),35207056.291302755
Belgium_Expense (current LCU),41427787123.01567
Belgium_Exports as a capacity to import (constant LCU),77327736667.73782
Belgium_Exports of goods and services (constant 2015 US$),91732736348.41861
Belgium_Exports of goods and services (constant LCU),82678387176.50653
Belgium_Exports of goods and services (current LCU),113494510574.4225
Belgium_Exports of goods and services (current US$),132665867566.70724
Belgium_External balance on goods and services (constant LCU),4550739091.125088
Belgium_External balance on goods and services (current LCU),6188507891.046676
Belgium_External balance on goods and services (current US$),7243788609.999597
"Belgium_Fertility rate, total (births per woman)",0.09778637003908096
Belgium_F-gases emissions from Industrial Processes (Mt CO2e),0.5366683453924188
Belgium_Final consumption expenditure (constant 2015 US$),41767355166.06724
Belgium_Final consumption expenditure (constant LCU),37644767824.67969
Belgium_Final consumption expenditure (current LCU),83171942643.06017
Belgium_Final consumption expenditure (current US$),100617018927.74594
Belgium_Fixed telephone subscriptions,588508.0488338852
Belgium_Fixed telephone subscriptions (per 100 people),6.915632906294524
"Belgium_Foreign direct investment, net inflows (BoP, current US$)",58910464366.88939
"Belgium_Foreign direct investment, net outflows (BoP, current US$)",53890695428.01904
Belgium_GDP (constant 2015 US$),63576952111.533264
Belgium_GDP (constant LCU),57301679546.70606
Belgium_GDP (current LCU),108960051423.45682
Belgium_GDP (current US$),131712700371.8497
Belgium_GDP deflator (base year varies by country),14.900201990122266
Belgium_GDP deflator: linked series (base year varies by country),14.900201990122234
Belgium_GDP per capita (constant 2015 US$),4060.237327096458
Belgium_GDP per capita (constant LCU),3659.4773809336143
Belgium_GDP per capita (current LCU),8358.30332585514
Belgium_GDP per capita (current US$),10465.245237632931
"Belgium_GDP per capita, PPP (constant 2021 international $)",5707.27708705992
"Belgium_GDP per capita, PPP (current international $)",13703.325275399715
Belgium_GDP per person employed (constant 2021 PPP $),9027.412034279636
"Belgium_GDP, PPP (constant 2021 international $)",89367013014.17288
"Belgium_GDP, PPP (current international $)",172440897241.52518
Belgium_GDP: linked series (current LCU),108960051423.4567
Belgium_General government final consumption expenditure (constant 2015 US$),13451892054.68497
Belgium_General government final consumption expenditure (constant LCU),12124142196.407843
Belgium_General government final consumption expenditure (current LCU),27969610147.743565
Belgium_General government final consumption expenditure (current US$),33809927833.656933
Belgium_GNI (constant 2015 US$),54203926050.51642
Belgium_GNI (constant LCU),48853804681.784966
Belgium_GNI (current LCU),108542950141.74425
Belgium_GNI (current US$),131714932655.65286
Belgium_GNI per capita (constant 2015 US$),3034.5269836291022
Belgium_GNI per capita (constant LCU),2735.008316955853
Belgium_GNI per capita (current LCU),8302.042659583709
"Belgium_GNI per capita, Atlas method (current US$)",10404.304227175064
"Belgium_GNI per capita, PPP (constant 2021 international $)",4280.9110007823965
"Belgium_GNI per capita, PPP (current international $)",13666.182238988595
"Belgium_GNI, Atlas method (current US$)",131717965955.85558
"Belgium_GNI, PPP (constant 2021 international $)",76467332327.93437
"Belgium_GNI, PPP (current international $)",172275738368.78238
Belgium_GNI: linked series (current LCU),108542950141.74411
Belgium_Goods and services expense (current LCU),1223135602.8385618
Belgium_Grants and other revenue (current LCU),2050362990.7399387
Belgium_Gross capital formation (constant 2015 US$),19586064608.648945
Belgium_Gross capital formation (constant LCU),17652849979.612152
Belgium_Gross capital formation (current LCU),30164717641.72258
Belgium_Gross capital formation (current US$),35663400499.98204
Belgium_Gross domestic income (constant LCU),51856130522.185524
Belgium_Gross domestic savings (current LCU),26374997499.315804
Belgium_Gross domestic savings (current US$),31888001989.22506
Belgium_Gross fixed capital formation (constant 2015 US$),18413876612.99082
Belgium_Gross fixed capital formation (constant LCU),16596361131.611647
Belgium_Gross fixed capital formation (current LCU),28332695171.620354
Belgium_Gross fixed capital formation (current US$),33642197338.451405
Belgium_Gross national expenditure (constant 2015 US$),60996150597.19315
Belgium_Gross national expenditure (constant LCU),54975612372.411026
Belgium_Gross national expenditure (current LCU),113056021527.68633
Belgium_Gross national expenditure (current US$),135878573704.05847
Belgium_Gross national expenditure deflator (base year varies by country),16.739134777461192
Belgium_Gross value added at basic prices (GVA) (constant 2015 US$),57498472170.97357
Belgium_Gross value added at basic prices (GVA) (constant LCU),51823167316.77099
Belgium_Gross value added at basic prices (GVA) (current LCU),98117817635.07184
Belgium_Gross value added at basic prices (GVA) (current US$),118281891678.51201
Belgium_Households and NPISHs Final consumption expenditure (constant 2015 US$),27528550380.65898
Belgium_Households and NPISHs Final consumption expenditure (constant LCU),24811383998.568825
Belgium_Households and NPISHs Final consumption expenditure (current LCU),53258855993.88851
Belgium_Households and NPISHs Final consumption expenditure (current US$),64754347858.59102
Belgium_Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),1579.4392630649859
"Belgium_Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",34317143515.60496
"Belgium_Households and NPISHs Final consumption expenditure, PPP (current international $)",73493613562.0897
Belgium_Households and NPISHs final consumption expenditure: linked series (current LCU),53258855993.88851
Belgium_Imports of goods and services (constant 2015 US$),90822301461.84111
Belgium_Imports of goods and services (constant LCU),81857815469.52559
Belgium_Imports of goods and services (current LCU),117639543759.71924
Belgium_Imports of goods and services (current US$),137073739775.0793
"Belgium_Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.013115880499800149
"Belgium_Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.019264946988885874
"Belgium_Incidence of HIV, all (per 1,000 uninfected population)",0.011076686686536934
"Belgium_Industry (including construction), value added (constant 2015 US$)",7499441439.084358
"Belgium_Industry (including construction), value added (constant LCU)",6759219746.297737
"Belgium_Industry (including construction), value added (current LCU)",15037927551.679346
"Belgium_Industry (including construction), value added (current US$)",19242371520.79549
"Belgium_Industry (including construction), value added per worker (constant 2015 US$)",9473.49559761061
Belgium_Interest payments (current LCU),3206029302.869537
"Belgium_Labor force, total",382697.72962419566
Belgium_Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,19.20130794254387
"Belgium_Life expectancy at birth, female (years)",1.4240059882624416
"Belgium_Life expectancy at birth, male (years)",2.2273859237625664
"Belgium_Life expectancy at birth, total (years)",1.832590935235784
Belgium_Lower secondary school starting age (years),0.0
"Belgium_Manufacturing, value added (constant 2015 US$)",4292669575.3739195
"Belgium_Manufacturing, value added (constant LCU)",3868967734.9812565
"Belgium_Manufacturing, value added (current LCU)",7554680528.047838
"Belgium_Manufacturing, value added (current US$)",10066205767.618073
Belgium_Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),1.366871920815545
Belgium_Methane (CH4) emissions from Agriculture (Mt CO2e),0.7673277623696576
Belgium_Methane (CH4) emissions from Building (Energy) (Mt CO2e),0.055866886339291474
Belgium_Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.32006907564273634
Belgium_Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),0.004796553422112882
Belgium_Methane (CH4) emissions from Industrial Processes (Mt CO2e),0.009245570866374953
Belgium_Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),0.01945148417368556
Belgium_Methane (CH4) emissions from Transport (Energy) (Mt CO2e),0.03596997074920864
Belgium_Methane (CH4) emissions from Waste (Mt CO2e),0.9270745289546893
Belgium_Military expenditure (current LCU),899037568.8802246
Belgium_Military expenditure (current USD),1091903355.083735
Belgium_Mobile cellular subscriptions,4546031.341526411
Belgium_Mobile cellular subscriptions (per 100 people),41.48912634171311
"Belgium_Mortality rate, adult, female (per 1,000 female adults)",8.839335996031416
"Belgium_Mortality rate, adult, male (per 1,000 male adults)",21.16065607040925
"Belgium_Mortality rate, infant (per 1,000 live births)",1.1824410709006905
"Belgium_Mortality rate, infant, female (per 1,000 live births)",0.9838221697299545
"Belgium_Mortality rate, infant, male (per 1,000 live births)",1.3542214621244124
"Belgium_Mortality rate, neonatal (per 1,000 live births)",0.57428084038042
"Belgium_Mortality rate, under-5 (per 1,000 live births)",1.407447192075453
"Belgium_Mortality rate, under-5, female (per 1,000 live births)",1.1853337722431372
"Belgium_Mortality rate, under-5, male (per 1,000 live births)",1.613462248751755
Belgium_Net acquisition of financial assets (current LCU),5321728554.847243
"Belgium_Net incurrence of liabilities, total (current LCU)",9519793689.46865
Belgium_Net lending (+) / net borrowing (-) (current LCU),7084422026.7152195
Belgium_Net migration,27453.669416375946
"Belgium_Net ODA provided, to the least developed countries (current US$)",226769075.39682025
"Belgium_Net ODA provided, total (constant 2021 US$)",614307643.7168864
"Belgium_Net ODA provided, total (current US$)",761413761.752463
Belgium_Net primary income (Net income from abroad) (constant LCU),1982197972.732034
Belgium_Net primary income (Net income from abroad) (current LCU),1858928576.7073598
Belgium_Net primary income (Net income from abroad) (current US$),2618577656.1028056
Belgium_Net secondary income (Net current transfers from abroad) (current LCU),1723454412.7996488
Belgium_Net secondary income (Net current transfers from abroad) (current US$),2129119291.0968742
Belgium_Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),0.4502253479008852
Belgium_Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),0.1273817063721458
Belgium_Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),0.028533126569444806
Belgium_Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0013233226347716283
Belgium_Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),0.006394132054562432
Belgium_Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),0.38284885043522054
Belgium_Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),0.01126947728510821
Belgium_Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),0.011031221576161253
Belgium_Nitrous oxide (N2O) emissions from Waste (Mt CO2e),0.0383420286538196
Belgium_Number of deaths ages 10-14 years,19.450001014795237
Belgium_Number of deaths ages 15-19 years,77.82602731736077
Belgium_Number of deaths ages 20-24 years,121.8556426091427
Belgium_Number of deaths ages 5-9 years,20.022112703789276
Belgium_Number of infant deaths,133.14062906127563
Belgium_Number of neonatal deaths,62.59699202246073
Belgium_Number of under-five deaths,160.49659560344247
"Belgium_Official exchange rate (LCU per US$, period average)",13.128480377651442
Belgium_Other expense (current LCU),1982887903.1397316
Belgium_Other taxes (current LCU),258271405.29994917
"Belgium_Patent applications, nonresidents",122.63433904970456
"Belgium_Patent applications, residents",159.70412039229288
"Belgium_Personal remittances, paid (current US$)",1811384250.2472506
"Belgium_Personal remittances, received (current US$)",3690985669.636143
"Belgium_Physicians (per 1,000 people)",0.28206796911055404
"Belgium_PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",3.7878008709149973
"Belgium_Population ages 0-14, female",27486.317566014273
"Belgium_Population ages 0-14, male",28817.461627411114
"Belgium_Population ages 0-14, total",56290.259156475964
"Belgium_Population ages 15-64, female",143900.57211287558
"Belgium_Population ages 15-64, male",143769.73391544647
"Belgium_Population ages 15-64, total",287643.25940668804
"Belgium_Population ages 65 and above, female",101374.72051319813
"Belgium_Population ages 65 and above, male",124271.47587056921
"Belgium_Population ages 65 and above, total",225582.3956184982
Belgium_Population in largest city,131614.80444244735
Belgium_Population in urban agglomerations of more than 1 million,175186.08029710726
"Belgium_Population, female",266135.10338525346
"Belgium_Population, male",290382.72807771823
"Belgium_Population, total",556473.0487916858
"Belgium_PPP conversion factor, GDP (LCU per international $)",0.073359942475822
"Belgium_PPP conversion factor, private consumption (LCU per international $)",0.054627770730704836
Belgium_Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.15510793462267855
"Belgium_Primary education, duration (years)",0.0
"Belgium_Primary education, pupils",33118.32236825457
Belgium_Primary school starting age (years),0.0
"Belgium_Probability of dying among adolescents ages 10-14 years (per 1,000)",0.17130544258885563
"Belgium_Probability of dying among adolescents ages 15-19 years (per 1,000)",0.652313029987062
"Belgium_Probability of dying among children ages 5-9 years (per 1,000)",0.17655389667740057
"Belgium_Probability of dying among youth ages 20-24 years (per 1,000)",0.9573090144247195
Belgium_Real effective exchange rate index (2010 = 100),3.3232181787604613
Belgium_Refugee population by country or territory of asylum,36532.32743666608
Belgium_Refugee population by country or territory of origin,26.90822624014952
Belgium_Renewable internal freshwater resources per capita (cubic meters),56.5994767492953
"Belgium_Renewable internal freshwater resources, total (billion cubic meters)",0.0
"Belgium_Revenue, excluding grants (current LCU)",37364447061.037636
Belgium_Rural population,36832.341364358654
"Belgium_School enrollment, tertiary (gross), gender parity index (GPI)",0.08375076161653766
"Belgium_Secondary education, duration (years)",0.0
"Belgium_Secondary education, pupils",61983.921085105205
"Belgium_Services, value added (constant 2015 US$)",49300295878.0304
"Belgium_Services, value added (constant LCU)",44434180345.80835
"Belgium_Services, value added (current LCU)",85289167958.41032
"Belgium_Services, value added (current US$)",100905427379.37952
"Belgium_Services, value added per worker (constant 2015 US$)",3329.26265011922
Belgium_Sex ratio at birth (male births per female births),0.002581081131479279
Belgium_Social contributions (current LCU),13917050489.26779
Belgium_Subsidies and other transfers (current LCU),40224377100.665504
Belgium_Surface area (sq. km),1110.6527950529874
Belgium_Tax revenue (current LCU),21626790861.26282
Belgium_Taxes less subsidies on products (constant LCU),5605743162.725354
Belgium_Taxes less subsidies on products (current LCU),10929814034.047031
Belgium_Taxes less subsidies on products (current US$),13530955940.222797
Belgium_Taxes on goods and services (current LCU),9757118710.333971
"Belgium_Taxes on income, profits and capital gains (current LCU)",11836193818.678812
Belgium_Terms of trade adjustment (constant LCU),6624873268.318552
Belgium_Total fisheries production (metric tons),5204.16305309458
Belgium_Total greenhouse gas emissions excluding LULUCF (Mt CO2e),13.28115182894804
Belgium_Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),1.8389507122631428
"Belgium_Total reserves (includes gold, current US$)",8465908852.726083
Belgium_Total reserves minus gold (current US$),5181759798.914011
Belgium_Urban population,591772.8688443361
"Belgium_Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",29.985602627795565
Belgium_Women Business and the Law Index Score (scale 1-100),13.268006125983655
Belgium_Young people (ages 15-24) newly infected with HIV,40.00690362733225
Burundi_Adjusted net national income (current US$),642219231.6803688
Burundi_Adjusted net national income per capita (current US$),39.1320512361426
Burundi_Adjusted savings: carbon dioxide damage (current US$),10421640.521507615
Burundi_Adjusted savings: consumption of fixed capital (current US$),121518181.33666359
Burundi_Adjusted savings: education expenditure (current US$),53322882.971006446
Burundi_Adjusted savings: energy depletion (current US$),0.0
Burundi_Adjusted savings: mineral depletion (current US$),2265361.5102581624
Burundi_Adjusted savings: net forest depletion (current US$),138094933.82096544
Burundi_Adjusted savings: particulate emission damage (current US$),10020063.507921932
"Burundi_Adolescent fertility rate (births per 1,000 women ages 15-19)",10.092989768649797
Burundi_Adults (ages 15+) and children (ages 0-14) newly infected with HIV,4716.439036004747
Burundi_Adults (ages 15-49) newly infected with HIV,2774.7358612529983
Burundi_Agricultural land (sq. km),921.1169429039901
"Burundi_Agriculture, forestry, and fishing, value added (constant 2015 US$)",86308926.21348694
"Burundi_Agriculture, forestry, and fishing, value added (constant LCU)",43764857819.72438
"Burundi_Agriculture, forestry, and fishing, value added (current LCU)",689261174784.6383
"Burundi_Agriculture, forestry, and fishing, value added (current US$)",212702140.46912518
"Burundi_Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",109.36647218109903
"Burundi_Annual freshwater withdrawals, total (billion cubic meters)",0.02685945307474389
Burundi_Aquaculture production (metric tons),188.8174761837041
Burundi_Arable land (hectares per person),0.026007246442283475
Burundi_Arable land (hectares),109352.2527742887
Burundi_Average precipitation in depth (mm per year),10.074128734447676
"Burundi_Birth rate, crude (per 1,000 people)",3.8361933820095655
Burundi_Broad money (current LCU),1320969362307.936
Burundi_Broad money to total reserves ratio,4.273480417459241
Burundi_Capture fisheries production (metric tons),4598.7309258147
Burundi_Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),0.22829429356231898
Burundi_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),0.012749251062994496
Burundi_Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),0.012260895966138574
Burundi_Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0
Burundi_Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),0.03144818404248316
Burundi_Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),0.04152431312671121
Burundi_Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),0.034843340333432414
Burundi_Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),0.11297219041185143
Burundi_Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.017112716293651083
Burundi_Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),0.055946136306908194
Burundi_Cereal production (metric tons),85452.43315589274
Burundi_Cereal yield (kg per hectare),97.42649263560328
Burundi_Children (0-14) living with HIV,6410.354800872425
Burundi_Children (ages 0-14) newly infected with HIV,1793.4557642763868
Burundi_Commercial service exports (current US$),14904264.851969419
Burundi_Commercial service imports (current US$),98013425.87270509
Burundi_Consumer price index (2010 = 100),78.52685407935292
Burundi_Crop production index (2014-2016 = 100),15.245916976245649
"Burundi_Current account balance (BoP, current US$)",188902611.1542914
"Burundi_Death rate, crude (per 1,000 people)",4.620272556064314
"Burundi_Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",10766810.786084227
"Burundi_Debt service on external debt, total (TDS, current US$)",13970359.89311425
Burundi_DEC alternative conversion factor (LCU per US$),765.7007910187723
Burundi_Discrepancy in expenditure estimate of GDP (current LCU),7850718.276588793
Burundi_Export unit value index (2015 = 100),42.395767693008814
Burundi_Export value index (2015 = 100),40.017516825559966
Burundi_Export volume index (2015 = 100),28.029784767584353
"Burundi_Exports of goods and services (BoP, current US$)",100352346.28425997
Burundi_Exports of goods and services (current LCU),144047543019.91605
Burundi_Exports of goods and services (current US$),59176263.16007951
"Burundi_Exports of goods, services and primary income (BoP, current US$)",108094937.1486428
Burundi_External balance on goods and services (current LCU),479698688063.13556
Burundi_External balance on goods and services (current US$),199584442.65906224
"Burundi_External debt stocks, long-term (DOD, current US$)",352804280.35274386
"Burundi_External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",352804280.35274386
"Burundi_External debt stocks, short-term (DOD, current US$)",27073534.529758897
"Burundi_External debt stocks, total (DOD, current US$)",293198056.6307406
"Burundi_Fertility rate, total (births per woman)",0.738411470843565
Burundi_Fertilizer consumption (kilograms per hectare of arable land),9.180400192307074
Burundi_F-gases emissions from Industrial Processes (Mt CO2e),0.07630471609884104
Burundi_Final consumption expenditure (current LCU),2679540728855.317
Burundi_Final consumption expenditure (current US$),896437901.6826968
Burundi_Fixed telephone subscriptions,5624.126902275873
Burundi_Fixed telephone subscriptions (per 100 people),0.08388340602557583
Burundi_Food production index (2014-2016 = 100),15.93387379619367
Burundi_Forest area (sq. km),360.9345058990539
Burundi_GDP (constant 2015 US$),531616562.5234586
Burundi_GDP (constant LCU),294942676884.4533
Burundi_GDP (current LCU),2555057149190.626
Burundi_GDP (current US$),857633056.6882346
Burundi_GDP deflator (base year varies by country),132.01583860750142
Burundi_GDP deflator: linked series (base year varies by country),130.5005867315571
Burundi_GDP per capita (constant 2015 US$),36.74958552608409
Burundi_GDP per capita (constant LCU),20388.795033034945
Burundi_GDP per capita (current LCU),186555.14395996562
Burundi_GDP per capita (current US$),46.198706680402466
"Burundi_GDP per capita, PPP (constant 2021 international $)",120.14441692272244
"Burundi_GDP per capita, PPP (current international $)",120.4897374334739
Burundi_GDP per person employed (constant 2021 PPP $),287.2571383263003
"Burundi_GDP, PPP (constant 2021 international $)",1737999517.994803
"Burundi_GDP, PPP (current international $)",2888219871.347938
Burundi_GDP: linked series (current LCU),2539285137880.39
Burundi_General government final consumption expenditure (current LCU),778676525283.1958
Burundi_General government final consumption expenditure (current US$),280562815.7343012
Burundi_GNI (current LCU),2565388127346.317
Burundi_GNI (current US$),864563278.7165465
Burundi_GNI per capita (current LCU),187470.80058288886
"Burundi_GNI per capita, Atlas method (current US$)",43.717076705778545
"Burundi_GNI per capita, PPP (current international $)",123.36587771724497
"Burundi_GNI, Atlas method (current US$)",855959432.9523908
"Burundi_GNI, PPP (current international $)",2916370286.3200006
Burundi_GNI: linked series (current LCU),2549667762079.119
"Burundi_Goods exports (BoP, current US$)",64812737.73996057
"Burundi_Goods imports (BoP, current US$)",308821023.3519472
"Burundi_Grants, excluding technical cooperation (BoP, current US$)",203662695.21488878
Burundi_Gross capital formation (current LCU),334071963848.8142
Burundi_Gross capital formation (current US$),139309402.3589456
Burundi_Gross domestic savings (current LCU),173061794895.83795
Burundi_Gross domestic savings (current US$),87434191.68063389
Burundi_Gross fixed capital formation (current LCU),332876343094.72675
Burundi_Gross fixed capital formation (current US$),136222810.09801164
Burundi_Gross national expenditure (current LCU),3006187455073.06
Burundi_Gross national expenditure (current US$),1026129218.1886319
Burundi_Gross savings (current LCU),287127270543.8646
Burundi_Gross savings (current US$),115615127.86988832
Burundi_Gross value added at basic prices (GVA) (constant 2015 US$),440706544.769484
Burundi_Gross value added at basic prices (GVA) (constant LCU),237388525562.8427
Burundi_Gross value added at basic prices (GVA) (current LCU),2176541718618.5928
Burundi_Gross value added at basic prices (GVA) (current US$),735276577.3921918
Burundi_Households and NPISHs Final consumption expenditure (current LCU),1911237019435.1038
Burundi_Households and NPISHs Final consumption expenditure (current US$),626075726.3202322
"Burundi_Households and NPISHs Final consumption expenditure, PPP (current international $)",2048080630.538095
Burundi_Households and NPISHs final consumption expenditure: linked series (current LCU),1896895436795.415
"Burundi_IBRD loans and IDA credits (DOD, current US$)",271282880.0316105
"Burundi_IFC, private nonguaranteed (NFL, US$)",1203937.8516478844
"Burundi_IMF repurchases and charges (TDS, current US$)",7361209.604979013
Burundi_Import unit value index (2015 = 100),32.426499186041745
Burundi_Import value index (2015 = 100),37.690468807906655
Burundi_Import volume index (2015 = 100),34.521471341013445
"Burundi_Imports of goods and services (BoP, current US$)",402468677.02421886
Burundi_Imports of goods and services (current LCU),615272285091.0397
Burundi_Imports of goods and services (current US$),250324873.17048877
"Burundi_Imports of goods, services and primary income (BoP, current US$)",412502240.9342483
"Burundi_Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",1.2235385356013722
"Burundi_Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",1.3714087700986308
"Burundi_Incidence of HIV, all (per 1,000 uninfected population)",0.925501524798768
"Burundi_Industry (including construction), value added (constant 2015 US$)",50908769.07297137
"Burundi_Industry (including construction), value added (constant LCU)",36920048526.79322
"Burundi_Industry (including construction), value added (current LCU)",268528322158.16544
"Burundi_Industry (including construction), value added (current US$)",93193864.96346341
"Burundi_Industry (including construction), value added per worker (constant 2015 US$)",2002.1598408484595
"Burundi_Labor force, total",1079405.4546506142
Burundi_Land area (sq. km),0.0
Burundi_Land under cereal production (hectares),57213.2299514282
Burundi_Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,0.9774182342840678
"Burundi_Life expectancy at birth, female (years)",7.122736549416093
"Burundi_Life expectancy at birth, male (years)",7.2730393867312015
"Burundi_Life expectancy at birth, total (years)",7.200887725052382
Burundi_Livestock production index (2014-2016 = 100),29.82075541911733
Burundi_Lower secondary school starting age (years),0.0
Burundi_Merchandise exports (current US$),53682840.01268895
Burundi_Merchandise exports by the reporting economy (current US$),51584419.72836484
Burundi_Merchandise imports (current US$),350742959.5243702
Burundi_Merchandise imports by the reporting economy (current US$),308394861.0008614
Burundi_Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),0.9520173021491772
Burundi_Methane (CH4) emissions from Agriculture (Mt CO2e),0.597050512857351
Burundi_Methane (CH4) emissions from Building (Energy) (Mt CO2e),0.10538277909142583
Burundi_Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.2803598376740955
Burundi_Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),8.92019576428221e-05
Burundi_Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),0.00015794377657615943
Burundi_Methane (CH4) emissions from Transport (Energy) (Mt CO2e),0.0007348469228349535
Burundi_Methane (CH4) emissions from Waste (Mt CO2e),0.19578935180333454
